RA,Dec,DM_Excess,Density
185.74504724335557,56.422479012110685,3007.891453957868,7.639437268410976
167.87610367447468,47.08771303681043,348.9721007470809,3.819718634205488
188.2170979002437,74.19446177258942,173.72586071915637,5.092958178940651
191.08054149885305,63.51556105327817,436.04805075081833,8.91267681314614
146.1147805495904,34.10078508118667,963.8209179106377,5.092958178940651
175.0322742005251,83.58258401591732,547.2862873005703,2.5464790894703255
179.21388232276814,36.525084318097626,473.50348866371144,5.092958178940651
163.42061948223318,73.74002998476752,81.75512829145538,1.2732395447351628
147.71382818179015,52.51211978078351,928.1189319530341,0.0
190.11105766152633,65.12292468141993,337.6537150741034,1.2732395447351628
189.53976311479167,82.15167388907687,263.3954231573628,2.5464790894703255
175.9011189106675,63.51823903919146,1081.6160932354524,2.5464790894703255
147.98827968842969,33.93022998614295,230.2157858109469,6.366197723675814
157.2584687147109,38.275951332434104,417.7846109602928,0.0
202.73921563848097,64.71693537096334,798.9898850799809,0.0
198.14941523681821,72.94390078615638,2422.4777058906666,0.0
183.52369950993975,53.69560534205972,595.3205041960107,3.819718634205488
175.87045314182492,60.017617572009605,604.3931188573057,6.366197723675814
178.57617176215808,46.71169720355941,1143.054066185654,7.639437268410976
181.1849666893704,71.54293521559117,1929.5393477635548,0.0
188.17107025594183,56.15871127132125,1387.3992224303915,3.819718634205488
181.1080515997786,27.578107761329974,61.69236592593626,2.5464790894703255
182.18771409887603,54.8516918517913,659.4209612980635,7.639437268410976
196.9604608800214,69.17852705714972,531.9255354017303,1.2732395447351628
171.07448536502403,27.994548380662344,804.9941205133526,2.5464790894703255
192.30021915794427,27.15523881193777,394.5851211194752,31.830988618379067
150.18224854375842,83.56146263132942,642.0395876063852,1.2732395447351628
196.37050610025102,80.9170201348509,258.26403658651606,2.5464790894703255
161.26393753292984,61.52600045503513,421.73364883800906,0.0
200.2300986668612,74.38525970624126,1020.9765463253447,0.0
172.6250543049811,28.13144410871689,965.9608483018528,19.098593171027442
178.73541769351937,66.71955567865885,1115.038686853974,0.0
184.01867686315188,56.42081470481528,1255.1157628153996,3.819718634205488
157.53190883486027,77.94867723585824,297.6723201979363,1.2732395447351628
182.97963165178152,61.54175939224345,408.1044535623837,1.2732395447351628
173.30294575192846,26.32188414051418,1036.9207082948349,0.0
179.4282025682905,70.8405730934222,689.2239053828803,0.0
188.63245166188392,44.38265576241356,465.08962122767844,3.819718634205488
192.9365272193315,77.24813970382635,767.8939621314473,1.2732395447351628
199.5301257037761,40.071994694506884,343.18150414190853,0.0
183.980876269286,30.32297139170881,1686.7865910456537,3.819718634205488
161.6801810758624,74.21308384356405,261.4625640433734,0.0
204.12245128685447,38.355599524158414,469.8506641703611,11.459155902616464
196.36494365582678,79.9088668620287,761.5055847203611,0.0
178.6231061443109,47.09663413135358,1257.5199520607139,2.5464790894703255
154.08841538658217,29.22960132849545,1181.8893209689547,8.91267681314614
181.4715204293346,38.90243219933879,773.0637387831928,6.366197723675814
182.20696994968426,71.27709567676762,611.3087300147228,0.0
145.0399141115267,33.29686190175691,2244.4390958421827,0.0
172.23262463605357,35.95543581570307,534.5096542834249,6.366197723675814
174.78549941451794,64.72352136689688,1135.1377663167289,1.2732395447351628
158.28308829662308,45.674454535866545,943.349463236372,5.092958178940651
179.46254321839248,55.24262457755834,212.25154977451675,17.82535362629228
168.21808531698395,63.7821565111554,732.0758774046861,1.2732395447351628
164.95750324845403,59.94730126565927,597.3808613156301,7.639437268410976
156.40854805957736,82.96736666612716,375.3323646053359,1.2732395447351628
164.58989458441533,42.9923286542238,504.13888755834216,1.2732395447351628
168.30531269580473,41.64940799363028,657.1142296099117,1.2732395447351628
165.33569097518665,77.22381790130704,775.9095529712456,0.0
203.45636837107764,81.71362367215923,303.0900841532936,0.0
190.0330134289041,62.721268413549154,2200.5131237429605,0.0
168.17175011183815,69.77675229101136,951.4930740221547,0.0
199.04716829416816,51.7525325276951,713.8810899814034,1.2732395447351628
159.85010571347811,26.478480938773778,364.0887835085513,3.819718634205488
161.24483414646267,40.86368238760703,1369.6601907751037,0.0
203.07025626908526,60.33778150545653,851.965555331127,2.5464790894703255
166.29726413918698,40.472547864072496,325.8718892030089,1.2732395447351628
185.35822345556733,70.69923017852528,694.0058178593155,3.819718634205488
199.20561604723096,72.51893944405049,929.2436653922498,0.0
192.49551686545098,55.26146199110717,670.817616868656,0.0
180.0690214549882,61.926454292788435,1020.0282400309491,5.092958178940651
195.548100449561,32.910472743120586,524.8659882722314,0.0
176.41877761321433,52.1404042292063,234.50935771302653,0.0
194.51028475935692,82.15591278856155,514.2228685275792,1.2732395447351628
200.8846905914408,41.647118178144986,1588.558985410286,1.2732395447351628
176.41908132972242,80.53578694181869,356.2453556298075,1.2732395447351628
195.78233250690906,43.08289315328876,361.4664382303079,0.0
183.58170937950268,41.25252911022216,506.20928236628043,1.2732395447351628
201.70747660909643,53.299252839523376,818.8408565647244,1.2732395447351628
161.7685282654051,41.64911308978194,1662.8232323422633,0.0
187.4095912996012,29.637779363133497,794.2662713994897,1.2732395447351628
187.5490080693486,39.297726308658156,484.83081292723216,0.0
156.30430318209906,50.97016855972167,335.8855570858053,3.819718634205488
146.97618471218016,63.107312429909754,956.5213446284282,1.2732395447351628
153.58702950812034,25.044732772941842,330.0880859420499,5.092958178940651
175.45340817703664,73.75672897465776,1196.3974655502996,0.0
